Text,Text_Clean,Sentiment,Platform,Timestamp,User,Hashtags,Likes,Retweets,Country,Text_Length,Word_Count,Year,Month,Day,Hour,Date
"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the minds darkest corners,Fearful,Twitter,2023-01-07 03:30:00,NightPrisoner,#Fearful #LurkingMonsters,36.0,18.0,India,132,21,2023,1,7,3,2023-01-07
"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",apprehensive whispers in the wind a forecast of uncertainty the minds weather vane spinning wildly in the storm of doubt,Apprehensive,Instagram,2021-06-10 10:00:00,WindWhisperer,#Apprehensive #StormOfDoubt,28.0,14.0,Canada,124,20,2021,6,10,10,2021-06-10
"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience,Overwhelmed,Facebook,2020-02-22 15:20:00,MazeExplorer,#Overwhelmed #MinotaurOfPressure,44.0,22.0,USA,133,21,2020,2,22,15,2020-02-22
"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence,Jealous,Twitter,2018-03-17 14:45:00,WoundedGarden,#Jealous #BloomingAchievements,32.0,16.0,UK,133,20,2018,3,17,14,2018-03-17
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole,Devastated,Instagram,2022-10-28 11:15:00,RuinedHeart,#Devastated #EchoesOfShatteredDreams,50.0,25.0,Australia,126,21,2022,10,28,11,2022-10-28
"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication,Frustrated,Facebook,2020-11-01 12:30:00,KnotUntangler,#Frustrated #LabyrinthOfMiscommunication,28.0,14.0,India,140,19,2020,11,1,12,2020-11-01
"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive,Envious,Twitter,2021-01-15 22:10:00,ElusiveKeys,#Envious #DesireForKeys,40.0,20.0,USA,128,21,2021,1,15,22,2021-01-15
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,Dismissive,Instagram,2018-08-18 14:00:00,IndifferentFort,#Dismissive #IndifferencePerformance,24.0,12.0,Australia,140,21,2018,8,18,14,2018-08-18
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,Frustrated,Twitter,2022-01-07 11:10:00,DreamMosaic,#Frustrated #MosaicOfDisappointment,30.0,15.0,Canada,122,20,2022,1,7,11,2022-01-07
"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne,Loneliness,Facebook,2019-09-19 03:30:00,NocturnalEcho,#Loneliness #SolitaryNocturne,36.0,18.0,Australia,115,19,2019,9,19,3,2019-09-19
Awe-struck by the breathtaking sunrise over the mountains.,awestruck by the breathtaking sunrise over the mountains,Awe,Instagram,2022-04-03 06:15:00,NatureAdmirer,#Awe #BreathtakingSunrise,55.0,28.0,USA,58,8,2022,4,3,6,2022-04-03
Navigating through the challenges with determination.,navigating through the challenges with determination,Determination,Twitter,2023-10-12 10:30:00,GoalPursuer,#Determination #Challenges,30.0,15.0,Canada,53,6,2023,10,12,10,2023-10-12
Nostalgia hits while flipping through an old photo album.,nostalgia hits while flipping through an old photo album,Nostalgia,Facebook,2019-06-28 19:00:00,MemoryLane,#Nostalgia #OldMemories,45.0,22.0,UK,57,9,2019,6,28,19,2019-06-28
Thrilled to witness the grandeur of a cultural festival.,thrilled to witness the grandeur of a cultural festival,Thrill,Instagram,2020-09-15 14:45:00,CultureEnthusiast,#Thrill #CulturalCelebration,80.0,40.0,India,56,9,2020,9,15,14,2020-09-15
Calmness found in the rhythm of raindrops on the windowpane.,calmness found in the rhythm of raindrops on the windowpane,Calmness,Twitter,2017-11-08 21:20:00,RainWatcher,#Calmness #RainyDays,35.0,18.0,Australia,60,10,2017,11,8,21,2017-11-08
Overwhelmed by the support received during a personal challenge.,overwhelmed by the support received during a personal challenge,Overwhelmed,Facebook,2021-05-20 17:30:00,PersonalJourney,#Overwhelmed #SupportiveCommunity,50.0,25.0,USA,64,9,2021,5,20,17,2021-05-20
Excitement builds as the countdown to a long-awaited vacation begins.,excitement builds as the countdown to a longawaited vacation begins,Excitement,Instagram,2023-01-10 12:00:00,VacationDreamer,#Excitement #VacationCountdown,60.0,30.0,France,69,10,2023,1,10,12,2023-01-10
"Reflecting on life's journey, grateful for the lessons learned.",reflecting on lifes journey grateful for the lessons learned,Gratitude,Twitter,2018-12-05 08:45:00,LifeLearner,#Gratitude #LifeLessons,70.0,35.0,Brazil,63,9,2018,12,5,8,2018-12-05
Bittersweet emotions arise while bidding farewell to a dear friend.,bittersweet emotions arise while bidding farewell to a dear friend,Bittersweet,Instagram,2020-03-15 18:30:00,FarewellSender,#Bittersweet #Farewell,40.0,20.0,Japan,67,10,2020,3,15,18,2020-03-15
Curiosity sparked by exploring a mysterious ancient ruin.,curiosity sparked by exploring a mysterious ancient ruin,Curiosity,Facebook,2016-08-22 15:10:00,HistoryExplorer,#Curiosity #AncientDiscovery,35.0,18.0,Greece,57,8,2016,8,22,15,2016-08-22
Admiration for the intricate details of a handcrafted masterpiece.,admiration for the intricate details of a handcrafted masterpiece,Admiration,Instagram,2019-08-20 16:00:00,CraftEnthusiast,#Admiration #HandcraftedArt,50.0,25.0,USA,66,9,2019,8,20,16,2019-08-20
Overjoyed by the warmth of a cozy fireplace on a winter evening.,overjoyed by the warmth of a cozy fireplace on a winter evening,Overjoyed,Twitter,2021-12-08 19:30:00,WinterLover,#Overjoyed #WinterWarmth,35.0,18.0,Canada,64,12,2021,12,8,19,2021-12-08
Inspiration strikes while observing the colors of a vibrant sunset.,inspiration strikes while observing the colors of a vibrant sunset,Inspiration,Instagram,2020-06-10 20:45:00,SunsetWatcher,#Inspiration #ColorfulSunset,60.0,30.0,UK,67,10,2020,6,10,20,2020-06-10
Motivated to achieve fitness goals after an invigorating workout.,motivated to achieve fitness goals after an invigorating workout,Motivation,Facebook,2022-02-28 07:15:00,FitnessJunkie,#Motivation #FitnessGoals,80.0,40.0,Australia,65,9,2022,2,28,7,2022-02-28
Gratitude for the simple joys found in a cup of morning coffee.,gratitude for the simple joys found in a cup of morning coffee,Gratitude,Twitter,2017-04-15 08:00:00,CoffeeLover,#Gratitude #MorningCoffee,45.0,22.0,India,63,12,2017,4,15,8,2017-04-15
Feeling empowered after conquering a challenging hiking trail.,feeling empowered after conquering a challenging hiking trail,Empowerment,Instagram,2018-09-05 14:20:00,HikingExplorer,#Empowerment #HikingAdventure,70.0,35.0,USA,62,8,2018,9,5,14,2018-09-05
Amused by the antics of playful kittens during playtime.,amused by the antics of playful kittens during playtime,Amusement,Facebook,2022-10-22 12:45:00,KittyObserver,#Amusement #PlayfulKittens,30.0,15.0,Canada,56,9,2022,10,22,12,2022-10-22
Contemplating life's mysteries under the starry night sky.,contemplating lifes mysteries under the starry night sky,Contemplation,Twitter,2016-07-02 23:30:00,Stargazer,#Contemplation #StarryNight,55.0,28.0,UK,58,8,2016,7,2,23,2016-07-02
Joyful reunion with long-lost friends after years of separation.,joyful reunion with longlost friends after years of separation,JoyfulReunion,Instagram,2020-11-18 17:10:00,FriendshipRenewal,#JoyfulReunion #Friendship,40.0,20.0,India,64,9,2020,11,18,17,2020-11-18
Excitement builds while preparing for a surprise celebration.,excitement builds while preparing for a surprise celebration,Excitement,Facebook,2023-03-05 15:00:00,CelebrationPlanner,#Excitement #SurpriseCelebration,60.0,30.0,Australia,61,8,2023,3,5,15,2023-03-05
Satisfaction derived from successfully completing a DIY project.,satisfaction derived from successfully completing a diy project,Satisfaction,Twitter,2015-12-01 11:30:00,DIYEnthusiast,#Satisfaction #DIYProject,50.0,25.0,USA,64,8,2015,12,1,11,2015-12-01
Feeling blessed for the supportive community in times of need.,feeling blessed for the supportive community in times of need,Blessed,Instagram,2021-09-10 09:45:00,CommunityHelper,#Blessed #SupportiveCommunity,35.0,18.0,UK,62,10,2021,9,10,9,2021-09-10
Captivated by the serenity of a tranquil garden in full bloom.,captivated by the serenity of a tranquil garden in full bloom,Serenity,Facebook,2018-05-12 14:20:00,GardenEnthusiast,#Serenity #TranquilGarden,45.0,22.0,Canada,62,11,2018,5,12,14,2018-05-12
Anticipation for an upcoming adventure in an exotic destination.,anticipation for an upcoming adventure in an exotic destination,Anticipation,Twitter,2022-07-25 10:00:00,Wanderlust,#Anticipation #AdventureAwaits,80.0,40.0,India,64,9,2022,7,25,10,2022-07-25
Reflecting on personal growth achieved through life experiences.,reflecting on personal growth achieved through life experiences,Reflection,Instagram,2019-03-08 18:30:00,GrowthSeeker,#Reflection #PersonalGrowth,70.0,35.0,USA,64,8,2019,3,8,18,2019-03-08
Nostalgic memories flood in while revisiting childhood favorites.,nostalgic memories flood in while revisiting childhood favorites,Nostalgia,Facebook,2017-01-28 21:15:00,ChildhoodMemories,#Nostalgia #ChildhoodFavorites,40.0,20.0,Australia,65,8,2017,1,28,21,2017-01-28
Appreciation for the vibrant culture experienced during travel.,appreciation for the vibrant culture experienced during travel,Appreciation,Twitter,2016-11-14 13:45:00,CultureExplorer,#Appreciation #CulturalExperience,55.0,28.0,UK,63,8,2016,11,14,13,2016-11-14
Confidence soars after overcoming public speaking anxiety.,confidence soars after overcoming public speaking anxiety,Confidence,Instagram,2020-04-02 17:30:00,PublicSpeaker,#Confidence #OvercomingAnxiety,30.0,15.0,USA,58,7,2020,4,2,17,2020-04-02
Contentment in the midst of a family gathering filled with laughter.,contentment in the midst of a family gathering filled with laughter,Contentment,Facebook,2023-01-15 19:00:00,FamilyCelebration,#Contentment #FamilyLaughter,50.0,25.0,Canada,68,11,2023,1,15,19,2023-01-15
Enthusiasm for learning new skills and expanding knowledge.,enthusiasm for learning new skills and expanding knowledge,Enthusiasm,Twitter,2018-08-07 12:15:00,LifelongLearner,#Enthusiasm #SkillBuilding,60.0,30.0,India,59,8,2018,8,7,12,2018-08-07
Surprise and delight at discovering a hidden gem in the city.,surprise and delight at discovering a hidden gem in the city,Surprise,Instagram,2019-10-18 16:45:00,CityExplorer,#Surprise #HiddenGem,35.0,18.0,UK,61,11,2019,10,18,16,2019-10-18
A sense of accomplishment after completing a challenging workout.,a sense of accomplishment after completing a challenging workout,Accomplishment,Facebook,2022-06-30 07:00:00,FitnessAchiever,#Accomplishment #FitnessSuccess,45.0,22.0,Australia,65,9,2022,6,30,7,2022-06-30
Wonderment at the beauty of a double rainbow after the rain.,wonderment at the beauty of a double rainbow after the rain,Wonderment,Twitter,2017-06-12 18:20:00,RainbowChaser,#Wonderment #DoubleRainbow,70.0,35.0,USA,60,11,2017,6,12,18,2017-06-12
Optimism for a bright future amidst challenging times.,optimism for a bright future amidst challenging times,Optimism,Instagram,2021-07-05 09:30:00,FutureOptimist,#Optimism #BrightFuture,40.0,20.0,Canada,54,8,2021,7,5,9,2021-07-05
Pride in achieving a personal milestone in career progression.,pride in achieving a personal milestone in career progression,Pride,Facebook,2016-04-15 14:50:00,CareerAchiever,#Pride #CareerMilestone,55.0,28.0,UK,62,9,2016,4,15,14,2016-04-15
Happiness blooms like flowers in a garden on a sunny day.,happiness blooms like flowers in a garden on a sunny day,Happiness,Twitter,2020-02-10 11:15:00,SunnyDayEnthusiast,#Happiness #SunnyDay,30.0,15.0,India,57,11,2020,2,10,11,2020-02-10
Elation over discovering a rare book in a quaint bookstore.,elation over discovering a rare book in a quaint bookstore,Elation,Instagram,2018-09-22 16:30:00,Bookworm,#Elation #RareBookDiscovery,80.0,40.0,USA,59,10,2018,9,22,16,2018-09-22
Curiosity piqued by the mysteries of an ancient archaeological site.,curiosity piqued by the mysteries of an ancient archaeological site,Curiosity,Facebook,2015-11-08 10:00:00,ArchaeologyEnthusiast,#Curiosity #AncientMysteries,35.0,18.0,Australia,68,10,2015,11,8,10,2015-11-08
Mesmerized by the cosmic dance of fireflies on a moonlit night.,mesmerized by the cosmic dance of fireflies on a moonlit night,Enchantment,Instagram,2022-08-10 22:00:00,NightSkyObserver,#Enchantment #CosmicFireflies,50.0,25.0,Brazil,63,11,2022,8,10,22,2022-08-10
